Unnamed: 0,speaker_path,listener_path_pos,listener_path_neg
2072,NoXI/045_2016-04-07_Nottingham/Expert_video/33,NoXI/045_2016-04-07_Nottingham/Novice_video/33,NoXI/060_2016-04-14_Nottingham/Novice_video/53
2073,NoXI/045_2016-04-07_Nottingham/Expert_video/34,NoXI/045_2016-04-07_Nottingham/Novice_video/34,NoXI/049_2016-04-12_Nottingham/Novice_video/1
2074,NoXI/045_2016-04-07_Nottingham/Expert_video/35,NoXI/045_2016-04-07_Nottingham/Novice_video/35,NoXI/041_2016-04-07_Nottingham/Novice_video/20
2075,NoXI/045_2016-04-07_Nottingham/Expert_video/36,NoXI/045_2016-04-07_Nottingham/Novice_video/36,NoXI/039_2016-04-07_Nottingham/Novice_video/4
2076,NoXI/045_2016-04-07_Nottingham/Expert_video/37,NoXI/045_2016-04-07_Nottingham/Novice_video/37,NoXI/045_2016-04-07_Nottingham/Novice_video/25
2077,NoXI/045_2016-04-07_Nottingham/Expert_video/38,NoXI/045_2016-04-07_Nottingham/Novice_video/38,NoXI/062_2016-04-14_Nottingham/Novice_video/33
2078,NoXI/045_2016-04-07_Nottingham/Expert_video/39,NoXI/045_2016-04-07_Nottingham/Novice_video/39,NoXI/032_2016-04-07_Nottingham/Novice_video/40
2079,NoXI/045_2016-04-07_Nottingham/Expert_video/40,NoXI/045_2016-04-07_Nottingham/Novice_video/40,NoXI/062_2016-04-14_Nottingham/Novice_video/13
2080,NoXI/045_2016-04-07_Nottingham/Expert_video/41,NoXI/045_2016-04-07_Nottingham/Novice_video/41,NoXI/055_2016-04-14_Nottingham/Novice_video/15
2081,NoXI/045_2016-04-07_Nottingham/Expert_video/42,NoXI/045_2016-04-07_Nottingham/Novice_video/42,NoXI/045_2016-04-07_Nottingham/Novice_video/36
2082,NoXI/045_2016-04-07_Nottingham/Expert_video/43,NoXI/045_2016-04-07_Nottingham/Novice_video/43,NoXI/045_2016-04-07_Nottingham/Novice_video/27
2083,NoXI/045_2016-04-07_Nottingham/Expert_video/44,NoXI/045_2016-04-07_Nottingham/Novice_video/44,NoXI/042_2016-04-07_Nottingham/Novice_video/6
2084,NoXI/045_2016-04-07_Nottingham/Expert_video/45,NoXI/045_2016-04-07_Nottingham/Novice_video/45,NoXI/062_2016-04-14_Nottingham/Novice_video/44
2085,NoXI/045_2016-04-07_Nottingham/Expert_video/46,NoXI/045_2016-04-07_Nottingham/Novice_video/46,NoXI/056_2016-04-14_Nottingham/Novice_video/7
2086,NoXI/045_2016-04-07_Nottingham/Expert_video/47,NoXI/045_2016-04-07_Nottingham/Novice_video/47,NoXI/035_2016-04-07_Nottingham/Novice_video/36
2087,NoXI/045_2016-04-07_Nottingham/Expert_video/48,NoXI/045_2016-04-07_Nottingham/Novice_video/48,NoXI/065_2016-04-14_Nottingham/Novice_video/9
2088,NoXI/045_2016-04-07_Nottingham/Expert_video/49,NoXI/045_2016-04-07_Nottingham/Novice_video/49,UDIVA/animal/106108/FC2/9
2089,NoXI/045_2016-04-07_Nottingham/Expert_video/50,NoXI/045_2016-04-07_Nottingham/Novice_video/50,NoXI/050_2016-04-12_Nottingham/Novice_video/38
2090,NoXI/045_2016-04-07_Nottingham/Expert_video/51,NoXI/045_2016-04-07_Nottingham/Novice_video/51,NoXI/062_2016-04-14_Nottingham/Novice_video/18
2091,NoXI/045_2016-04-07_Nottingham/Expert_video/52,NoXI/045_2016-04-07_Nottingham/Novice_video/52,NoXI/033_2016-04-07_Nottingham/Novice_video/14
2092,NoXI/045_2016-04-07_Nottingham/Expert_video/53,NoXI/045_2016-04-07_Nottingham/Novice_video/53,NoXI/062_2016-04-14_Nottingham/Novice_video/31
2093,NoXI/045_2016-04-07_Nottingham/Expert_video/54,NoXI/045_2016-04-07_Nottingham/Novice_video/54,NoXI/047_2016-04-07_Nottingham/Novice_video/33
2094,NoXI/045_2016-04-07_Nottingham/Expert_video/55,NoXI/045_2016-04-07_Nottingham/Novice_video/55,NoXI/056_2016-04-14_Nottingham/Novice_video/24
2095,NoXI/045_2016-04-07_Nottingham/Expert_video/56,NoXI/045_2016-04-07_Nottingham/Novice_video/56,NoXI/047_2016-04-07_Nottingham/Novice_video/36
2096,NoXI/045_2016-04-07_Nottingham/Expert_video/57,NoXI/045_2016-04-07_Nottingham/Novice_video/57,NoXI/060_2016-04-14_Nottingham/Novice_video/21
2097,NoXI/044_2016-04-07_Nottingham/Expert_video/1,NoXI/044_2016-04-07_Nottingham/Novice_video/1,NoXI/045_2016-04-07_Nottingham/Novice_video/14
2098,NoXI/044_2016-04-07_Nottingham/Expert_video/2,NoXI/044_2016-04-07_Nottingham/Novice_video/2,NoXI/047_2016-04-07_Nottingham/Novice_video/7
2099,NoXI/044_2016-04-07_Nottingham/Expert_video/3,NoXI/044_2016-04-07_Nottingham/Novice_video/3,NoXI/044_2016-04-07_Nottingham/Novice_video/13
2100,NoXI/044_2016-04-07_Nottingham/Expert_video/4,NoXI/044_2016-04-07_Nottingham/Novice_video/4,NoXI/064_2016-04-14_Nottingham/Novice_video/22
2101,NoXI/044_2016-04-07_Nottingham/Expert_video/5,NoXI/044_2016-04-07_Nottingham/Novice_video/5,NoXI/007_2016-03-21_Paris/Novice_video/60
2102,NoXI/044_2016-04-07_Nottingham/Expert_video/6,NoXI/044_2016-04-07_Nottingham/Novice_video/6,NoXI/062_2016-04-14_Nottingham/Novice_video/40
2103,NoXI/044_2016-04-07_Nottingham/Expert_video/7,NoXI/044_2016-04-07_Nottingham/Novice_video/7,NoXI/026_2016-04-06_Nottingham/Novice_video/6
2104,NoXI/044_2016-04-07_Nottingham/Expert_video/8,NoXI/044_2016-04-07_Nottingham/Novice_video/8,NoXI/038_2016-04-07_Nottingham/Novice_video/20
2105,NoXI/044_2016-04-07_Nottingham/Expert_video/9,NoXI/044_2016-04-07_Nottingham/Novice_video/9,NoXI/058_2016-04-14_Nottingham/Novice_video/6
2106,NoXI/044_2016-04-07_Nottingham/Expert_video/10,NoXI/044_2016-04-07_Nottingham/Novice_video/10,NoXI/037_2016-04-07_Nottingham/Novice_video/12
2107,NoXI/044_2016-04-07_Nottingham/Expert_video/11,NoXI/044_2016-04-07_Nottingham/Novice_video/11,NoXI/041_2016-04-07_Nottingham/Novice_video/18
2108,NoXI/044_2016-04-07_Nottingham/Expert_video/12,NoXI/044_2016-04-07_Nottingham/Novice_video/12,NoXI/036_2016-04-07_Nottingham/Novice_video/18
2109,NoXI/044_2016-04-07_Nottingham/Expert_video/13,NoXI/044_2016-04-07_Nottingham/Novice_video/13,NoXI/027_2016-04-06_Nottingham/Novice_video/9
2110,NoXI/044_2016-04-07_Nottingham/Expert_video/14,NoXI/044_2016-04-07_Nottingham/Novice_video/14,NoXI/009_2016-03-25_Paris/Novice_video/25
2111,NoXI/044_2016-04-07_Nottingham/Expert_video/15,NoXI/044_2016-04-07_Nottingham/Novice_video/15,NoXI/050_2016-04-12_Nottingham/Novice_video/37
2112,NoXI/044_2016-04-07_Nottingham/Expert_video/16,NoXI/044_2016-04-07_Nottingham/Novice_video/16,NoXI/060_2016-04-14_Nottingham/Novice_video/40
2113,NoXI/044_2016-04-07_Nottingham/Expert_video/17,NoXI/044_2016-04-07_Nottingham/Novice_video/17,NoXI/047_2016-04-07_Nottingham/Novice_video/17
2114,NoXI/044_2016-04-07_Nottingham/Expert_video/18,NoXI/044_2016-04-07_Nottingham/Novice_video/18,UDIVA/animal/123188/FC2/80
2115,NoXI/044_2016-04-07_Nottingham/Expert_video/19,NoXI/044_2016-04-07_Nottingham/Novice_video/19,NoXI/048_2016-04-12_Nottingham/Novice_video/17
2116,NoXI/044_2016-04-07_Nottingham/Expert_video/20,NoXI/044_2016-04-07_Nottingham/Novice_video/20,NoXI/049_2016-04-12_Nottingham/Novice_video/13
2117,NoXI/044_2016-04-07_Nottingham/Expert_video/21,NoXI/044_2016-04-07_Nottingham/Novice_video/21,NoXI/032_2016-04-07_Nottingham/Novice_video/19
2118,NoXI/044_2016-04-07_Nottingham/Expert_video/22,NoXI/044_2016-04-07_Nottingham/Novice_video/22,UDIVA/animal/106108/FC2/22
2119,NoXI/044_2016-04-07_Nottingham/Expert_video/23,NoXI/044_2016-04-07_Nottingham/Novice_video/23,NoXI/041_2016-04-07_Nottingham/Novice_video/8
2120,NoXI/044_2016-04-07_Nottingham/Expert_video/24,NoXI/044_2016-04-07_Nottingham/Novice_video/24,NoXI/015_2016-04-05_Paris/Novice_video/10
2121,NoXI/044_2016-04-07_Nottingham/Expert_video/25,NoXI/044_2016-04-07_Nottingham/Novice_video/25,NoXI/061_2016-04-14_Nottingham/Novice_video/2
2122,NoXI/044_2016-04-07_Nottingham/Expert_video/26,NoXI/044_2016-04-07_Nottingham/Novice_video/26,NoXI/062_2016-04-14_Nottingham/Novice_video/43
2123,NoXI/044_2016-04-07_Nottingham/Expert_video/27,NoXI/044_2016-04-07_Nottingham/Novice_video/27,NoXI/011_2016-03-25_Paris/Novice_video/26
2124,NoXI/044_2016-04-07_Nottingham/Expert_video/28,NoXI/044_2016-04-07_Nottingham/Novice_video/28,NoXI/033_2016-04-07_Nottingham/Novice_video/28
2125,NoXI/044_2016-04-07_Nottingham/Expert_video/29,NoXI/044_2016-04-07_Nottingham/Novice_video/29,NoXI/056_2016-04-14_Nottingham/Novice_video/1
2126,NoXI/044_2016-04-07_Nottingham/Expert_video/30,NoXI/044_2016-04-07_Nottingham/Novice_video/30,UDIVA/animal/051076/FC2/69
2127,NoXI/044_2016-04-07_Nottingham/Expert_video/31,NoXI/044_2016-04-07_Nottingham/Novice_video/31,NoXI/060_2016-04-14_Nottingham/Novice_video/52
2128,NoXI/044_2016-04-07_Nottingham/Expert_video/32,NoXI/044_2016-04-07_Nottingham/Novice_video/32,NoXI/047_2016-04-07_Nottingham/Novice_video/16
2129,NoXI/044_2016-04-07_Nottingham/Expert_video/33,NoXI/044_2016-04-07_Nottingham/Novice_video/33,NoXI/054_2016-04-12_Nottingham/Novice_video/30
2130,NoXI/044_2016-04-07_Nottingham/Expert_video/34,NoXI/044_2016-04-07_Nottingham/Novice_video/34,NoXI/056_2016-04-14_Nottingham/Novice_video/9
2131,NoXI/044_2016-04-07_Nottingham/Expert_video/35,NoXI/044_2016-04-07_Nottingham/Novice_video/35,UDIVA/talk/027118/FC2/7
2132,NoXI/044_2016-04-07_Nottingham/Expert_video/36,NoXI/044_2016-04-07_Nottingham/Novice_video/36,NoXI/047_2016-04-07_Nottingham/Novice_video/27
2133,NoXI/044_2016-04-07_Nottingham/Expert_video/37,NoXI/044_2016-04-07_Nottingham/Novice_video/37,NoXI/045_2016-04-07_Nottingham/Novice_video/52
2134,NoXI/044_2016-04-07_Nottingham/Expert_video/38,NoXI/044_2016-04-07_Nottingham/Novice_video/38,NoXI/059_2016-04-14_Nottingham/Novice_video/4
2135,NoXI/044_2016-04-07_Nottingham/Expert_video/39,NoXI/044_2016-04-07_Nottingham/Novice_video/39,NoXI/047_2016-04-07_Nottingham/Novice_video/28
2136,NoXI/044_2016-04-07_Nottingham/Expert_video/40,NoXI/044_2016-04-07_Nottingham/Novice_video/40,NoXI/047_2016-04-07_Nottingham/Novice_video/19
2137,NoXI/044_2016-04-07_Nottingham/Expert_video/41,NoXI/044_2016-04-07_Nottingham/Novice_video/41,NoXI/047_2016-04-07_Nottingham/Novice_video/33
2138,NoXI/049_2016-04-12_Nottingham/Expert_video/1,NoXI/049_2016-04-12_Nottingham/Novice_video/1,NoXI/045_2016-04-07_Nottingham/Novice_video/42
2139,NoXI/049_2016-04-12_Nottingham/Expert_video/2,NoXI/049_2016-04-12_Nottingham/Novice_video/2,NoXI/039_2016-04-07_Nottingham/Novice_video/12
2140,NoXI/049_2016-04-12_Nottingham/Expert_video/3,NoXI/049_2016-04-12_Nottingham/Novice_video/3,NoXI/050_2016-04-12_Nottingham/Novice_video/31
2141,NoXI/049_2016-04-12_Nottingham/Expert_video/4,NoXI/049_2016-04-12_Nottingham/Novice_video/4,NoXI/047_2016-04-07_Nottingham/Novice_video/1
2142,NoXI/049_2016-04-12_Nottingham/Expert_video/5,NoXI/049_2016-04-12_Nottingham/Novice_video/5,NoXI/043_2016-04-07_Nottingham/Novice_video/11
2143,NoXI/049_2016-04-12_Nottingham/Expert_video/6,NoXI/049_2016-04-12_Nottingham/Novice_video/6,NoXI/009_2016-03-25_Paris/Novice_video/1
2144,NoXI/049_2016-04-12_Nottingham/Expert_video/7,NoXI/049_2016-04-12_Nottingham/Novice_video/7,NoXI/056_2016-04-14_Nottingham/Novice_video/1
2145,NoXI/049_2016-04-12_Nottingham/Expert_video/8,NoXI/049_2016-04-12_Nottingham/Novice_video/8,UDIVA/animal/106108/FC2/7
2146,NoXI/049_2016-04-12_Nottingham/Expert_video/9,NoXI/049_2016-04-12_Nottingham/Novice_video/9,NoXI/050_2016-04-12_Nottingham/Novice_video/44
2147,NoXI/049_2016-04-12_Nottingham/Expert_video/10,NoXI/049_2016-04-12_Nottingham/Novice_video/10,NoXI/062_2016-04-14_Nottingham/Novice_video/7
2148,NoXI/049_2016-04-12_Nottingham/Expert_video/11,NoXI/049_2016-04-12_Nottingham/Novice_video/11,NoXI/033_2016-04-07_Nottingham/Novice_video/29
2149,NoXI/049_2016-04-12_Nottingham/Expert_video/12,NoXI/049_2016-04-12_Nottingham/Novice_video/12,NoXI/058_2016-04-14_Nottingham/Novice_video/3
2150,NoXI/049_2016-04-12_Nottingham/Expert_video/13,NoXI/049_2016-04-12_Nottingham/Novice_video/13,UDIVA/animal/123188/FC2/79
2151,NoXI/049_2016-04-12_Nottingham/Expert_video/14,NoXI/049_2016-04-12_Nottingham/Novice_video/14,NoXI/056_2016-04-14_Nottingham/Novice_video/9
2152,NoXI/049_2016-04-12_Nottingham/Expert_video/15,NoXI/049_2016-04-12_Nottingham/Novice_video/15,NoXI/041_2016-04-07_Nottingham/Novice_video/6
2153,NoXI/049_2016-04-12_Nottingham/Expert_video/16,NoXI/049_2016-04-12_Nottingham/Novice_video/16,NoXI/033_2016-04-07_Nottingham/Novice_video/24
2154,NoXI/049_2016-04-12_Nottingham/Expert_video/17,NoXI/049_2016-04-12_Nottingham/Novice_video/17,NoXI/051_2016-04-12_Nottingham/Novice_video/33
2155,NoXI/049_2016-04-12_Nottingham/Expert_video/18,NoXI/049_2016-04-12_Nottingham/Novice_video/18,NoXI/045_2016-04-07_Nottingham/Novice_video/24
2156,NoXI/049_2016-04-12_Nottingham/Expert_video/19,NoXI/049_2016-04-12_Nottingham/Novice_video/19,NoXI/047_2016-04-07_Nottingham/Novice_video/42
2157,NoXI/049_2016-04-12_Nottingham/Expert_video/20,NoXI/049_2016-04-12_Nottingham/Novice_video/20,NoXI/062_2016-04-14_Nottingham/Novice_video/1
2158,NoXI/049_2016-04-12_Nottingham/Expert_video/21,NoXI/049_2016-04-12_Nottingham/Novice_video/21,NoXI/062_2016-04-14_Nottingham/Novice_video/27
2159,NoXI/049_2016-04-12_Nottingham/Expert_video/22,NoXI/049_2016-04-12_Nottingham/Novice_video/22,NoXI/033_2016-04-07_Nottingham/Novice_video/27
2160,NoXI/049_2016-04-12_Nottingham/Expert_video/23,NoXI/049_2016-04-12_Nottingham/Novice_video/23,NoXI/051_2016-04-12_Nottingham/Novice_video/24
2161,NoXI/049_2016-04-12_Nottingham/Expert_video/24,NoXI/049_2016-04-12_Nottingham/Novice_video/24,NoXI/050_2016-04-12_Nottingham/Novice_video/20
2162,NoXI/049_2016-04-12_Nottingham/Expert_video/25,NoXI/049_2016-04-12_Nottingham/Novice_video/25,NoXI/033_2016-04-07_Nottingham/Novice_video/15
2163,NoXI/049_2016-04-12_Nottingham/Expert_video/26,NoXI/049_2016-04-12_Nottingham/Novice_video/26,UDIVA/talk/009106/FC2/8
2164,NoXI/049_2016-04-12_Nottingham/Expert_video/27,NoXI/049_2016-04-12_Nottingham/Novice_video/27,NoXI/060_2016-04-14_Nottingham/Novice_video/23
2165,NoXI/049_2016-04-12_Nottingham/Expert_video/28,NoXI/049_2016-04-12_Nottingham/Novice_video/28,NoXI/015_2016-04-05_Paris/Novice_video/15
2166,NoXI/049_2016-04-12_Nottingham/Expert_video/29,NoXI/049_2016-04-12_Nottingham/Novice_video/29,NoXI/044_2016-04-07_Nottingham/Novice_video/30
2167,NoXI/049_2016-04-12_Nottingham/Expert_video/30,NoXI/049_2016-04-12_Nottingham/Novice_video/30,NoXI/062_2016-04-14_Nottingham/Novice_video/5
2168,NoXI/049_2016-04-12_Nottingham/Expert_video/31,NoXI/049_2016-04-12_Nottingham/Novice_video/31,NoXI/015_2016-04-05_Paris/Novice_video/27
2169,NoXI/049_2016-04-12_Nottingham/Expert_video/32,NoXI/049_2016-04-12_Nottingham/Novice_video/32,UDIVA/animal/055128/FC2/10
2170,NoXI/049_2016-04-12_Nottingham/Expert_video/33,NoXI/049_2016-04-12_Nottingham/Novice_video/33,NoXI/007_2016-03-21_Paris/Novice_video/56
2171,NoXI/049_2016-04-12_Nottingham/Expert_video/34,NoXI/049_2016-04-12_Nottingham/Novice_video/34,NoXI/041_2016-04-07_Nottingham/Novice_video/6
2172,NoXI/049_2016-04-12_Nottingham/Expert_video/35,NoXI/049_2016-04-12_Nottingham/Novice_video/35,NoXI/009_2016-03-25_Paris/Novice_video/15
2173,NoXI/049_2016-04-12_Nottingham/Expert_video/36,NoXI/049_2016-04-12_Nottingham/Novice_video/36,NoXI/061_2016-04-14_Nottingham/Novice_video/19
2174,NoXI/049_2016-04-12_Nottingham/Expert_video/37,NoXI/049_2016-04-12_Nottingham/Novice_video/37,NoXI/058_2016-04-14_Nottingham/Novice_video/8
2175,NoXI/049_2016-04-12_Nottingham/Expert_video/38,NoXI/049_2016-04-12_Nottingham/Novice_video/38,NoXI/059_2016-04-14_Nottingham/Novice_video/1
2176,NoXI/049_2016-04-12_Nottingham/Expert_video/39,NoXI/049_2016-04-12_Nottingham/Novice_video/39,NoXI/050_2016-04-12_Nottingham/Novice_video/35
2177,NoXI/049_2016-04-12_Nottingham/Expert_video/40,NoXI/049_2016-04-12_Nottingham/Novice_video/40,NoXI/054_2016-04-12_Nottingham/Novice_video/39
2178,NoXI/049_2016-04-12_Nottingham/Expert_video/41,NoXI/049_2016-04-12_Nottingham/Novice_video/41,NoXI/056_2016-04-14_Nottingham/Novice_video/24
2179,NoXI/049_2016-04-12_Nottingham/Expert_video/42,NoXI/049_2016-04-12_Nottingham/Novice_video/42,NoXI/045_2016-04-07_Nottingham/Novice_video/13
2180,NoXI/049_2016-04-12_Nottingham/Expert_video/43,NoXI/049_2016-04-12_Nottingham/Novice_video/43,NoXI/015_2016-04-05_Paris/Novice_video/19
2181,NoXI/036_2016-04-07_Nottingham/Expert_video/1,NoXI/036_2016-04-07_Nottingham/Novice_video/1,NoXI/062_2016-04-14_Nottingham/Novice_video/40
2182,NoXI/036_2016-04-07_Nottingham/Expert_video/2,NoXI/036_2016-04-07_Nottingham/Novice_video/2,NoXI/007_2016-03-21_Paris/Novice_video/48
2183,NoXI/036_2016-04-07_Nottingham/Expert_video/3,NoXI/036_2016-04-07_Nottingham/Novice_video/3,NoXI/060_2016-04-14_Nottingham/Novice_video/7
2184,NoXI/036_2016-04-07_Nottingham/Expert_video/4,NoXI/036_2016-04-07_Nottingham/Novice_video/4,NoXI/047_2016-04-07_Nottingham/Novice_video/15
2185,NoXI/036_2016-04-07_Nottingham/Expert_video/5,NoXI/036_2016-04-07_Nottingham/Novice_video/5,NoXI/033_2016-04-07_Nottingham/Novice_video/6
2186,NoXI/036_2016-04-07_Nottingham/Expert_video/6,NoXI/036_2016-04-07_Nottingham/Novice_video/6,NoXI/036_2016-04-07_Nottingham/Novice_video/9
2187,NoXI/036_2016-04-07_Nottingham/Expert_video/7,NoXI/036_2016-04-07_Nottingham/Novice_video/7,NoXI/056_2016-04-14_Nottingham/Novice_video/16
2188,NoXI/036_2016-04-07_Nottingham/Expert_video/8,NoXI/036_2016-04-07_Nottingham/Novice_video/8,UDIVA/animal/106108/FC2/21
2189,NoXI/036_2016-04-07_Nottingham/Expert_video/9,NoXI/036_2016-04-07_Nottingham/Novice_video/9,NoXI/047_2016-04-07_Nottingham/Novice_video/42
2190,NoXI/036_2016-04-07_Nottingham/Expert_video/10,NoXI/036_2016-04-07_Nottingham/Novice_video/10,NoXI/047_2016-04-07_Nottingham/Novice_video/29
2191,NoXI/036_2016-04-07_Nottingham/Expert_video/11,NoXI/036_2016-04-07_Nottingham/Novice_video/11,NoXI/063_2016-04-14_Nottingham/Novice_video/2
2192,NoXI/036_2016-04-07_Nottingham/Expert_video/12,NoXI/036_2016-04-07_Nottingham/Novice_video/12,NoXI/056_2016-04-14_Nottingham/Novice_video/2
2193,NoXI/036_2016-04-07_Nottingham/Expert_video/13,NoXI/036_2016-04-07_Nottingham/Novice_video/13,NoXI/056_2016-04-14_Nottingham/Novice_video/2
2194,NoXI/036_2016-04-07_Nottingham/Expert_video/14,NoXI/036_2016-04-07_Nottingham/Novice_video/14,NoXI/013_2016-03-30_Paris/Novice_video/13
2195,NoXI/036_2016-04-07_Nottingham/Expert_video/15,NoXI/036_2016-04-07_Nottingham/Novice_video/15,NoXI/015_2016-04-05_Paris/Novice_video/16
2196,NoXI/036_2016-04-07_Nottingham/Expert_video/16,NoXI/036_2016-04-07_Nottingham/Novice_video/16,NoXI/055_2016-04-14_Nottingham/Novice_video/21
2197,NoXI/036_2016-04-07_Nottingham/Expert_video/17,NoXI/036_2016-04-07_Nottingham/Novice_video/17,NoXI/037_2016-04-07_Nottingham/Novice_video/5
2198,NoXI/036_2016-04-07_Nottingham/Expert_video/18,NoXI/036_2016-04-07_Nottingham/Novice_video/18,NoXI/058_2016-04-14_Nottingham/Novice_video/19
2199,NoXI/036_2016-04-07_Nottingham/Expert_video/19,NoXI/036_2016-04-07_Nottingham/Novice_video/19,NoXI/062_2016-04-14_Nottingham/Novice_video/24
2200,NoXI/036_2016-04-07_Nottingham/Expert_video/20,NoXI/036_2016-04-07_Nottingham/Novice_video/20,NoXI/039_2016-04-07_Nottingham/Novice_video/12
2201,NoXI/036_2016-04-07_Nottingham/Expert_video/21,NoXI/036_2016-04-07_Nottingham/Novice_video/21,NoXI/056_2016-04-14_Nottingham/Novice_video/3
2202,NoXI/036_2016-04-07_Nottingham/Expert_video/22,NoXI/036_2016-04-07_Nottingham/Novice_video/22,NoXI/041_2016-04-07_Nottingham/Novice_video/6
2203,NoXI/036_2016-04-07_Nottingham/Expert_video/23,NoXI/036_2016-04-07_Nottingham/Novice_video/23,NoXI/045_2016-04-07_Nottingham/Novice_video/6
2204,NoXI/035_2016-04-07_Nottingham/Expert_video/1,NoXI/035_2016-04-07_Nottingham/Novice_video/1,NoXI/007_2016-03-21_Paris/Novice_video/8
2205,NoXI/035_2016-04-07_Nottingham/Expert_video/2,NoXI/035_2016-04-07_Nottingham/Novice_video/2,NoXI/055_2016-04-14_Nottingham/Novice_video/16
2206,NoXI/035_2016-04-07_Nottingham/Expert_video/3,NoXI/035_2016-04-07_Nottingham/Novice_video/3,NoXI/063_2016-04-14_Nottingham/Novice_video/15
2207,NoXI/035_2016-04-07_Nottingham/Expert_video/4,NoXI/035_2016-04-07_Nottingham/Novice_video/4,NoXI/029_2016-04-06_Nottingham/Novice_video/9
2208,NoXI/035_2016-04-07_Nottingham/Expert_video/5,NoXI/035_2016-04-07_Nottingham/Novice_video/5,NoXI/013_2016-03-30_Paris/Novice_video/29
2209,NoXI/035_2016-04-07_Nottingham/Expert_video/6,NoXI/035_2016-04-07_Nottingham/Novice_video/6,UDIVA/animal/106108/FC2/8
2210,NoXI/035_2016-04-07_Nottingham/Expert_video/7,NoXI/035_2016-04-07_Nottingham/Novice_video/7,NoXI/015_2016-04-05_Paris/Novice_video/33
2211,NoXI/035_2016-04-07_Nottingham/Expert_video/8,NoXI/035_2016-04-07_Nottingham/Novice_video/8,NoXI/047_2016-04-07_Nottingham/Novice_video/41
2212,NoXI/035_2016-04-07_Nottingham/Expert_video/9,NoXI/035_2016-04-07_Nottingham/Novice_video/9,NoXI/038_2016-04-07_Nottingham/Novice_video/22
2213,NoXI/035_2016-04-07_Nottingham/Expert_video/10,NoXI/035_2016-04-07_Nottingham/Novice_video/10,NoXI/009_2016-03-25_Paris/Novice_video/28
2214,NoXI/035_2016-04-07_Nottingham/Expert_video/11,NoXI/035_2016-04-07_Nottingham/Novice_video/11,NoXI/029_2016-04-06_Nottingham/Novice_video/12
2215,NoXI/035_2016-04-07_Nottingham/Expert_video/12,NoXI/035_2016-04-07_Nottingham/Novice_video/12,NoXI/045_2016-04-07_Nottingham/Novice_video/40
2216,NoXI/035_2016-04-07_Nottingham/Expert_video/13,NoXI/035_2016-04-07_Nottingham/Novice_video/13,NoXI/056_2016-04-14_Nottingham/Novice_video/25
2217,NoXI/035_2016-04-07_Nottingham/Expert_video/14,NoXI/035_2016-04-07_Nottingham/Novice_video/14,NoXI/045_2016-04-07_Nottingham/Novice_video/32
2218,NoXI/035_2016-04-07_Nottingham/Expert_video/15,NoXI/035_2016-04-07_Nottingham/Novice_video/15,NoXI/058_2016-04-14_Nottingham/Novice_video/38
2219,NoXI/035_2016-04-07_Nottingham/Expert_video/16,NoXI/035_2016-04-07_Nottingham/Novice_video/16,NoXI/045_2016-04-07_Nottingham/Novice_video/23
2220,NoXI/035_2016-04-07_Nottingham/Expert_video/17,NoXI/035_2016-04-07_Nottingham/Novice_video/17,NoXI/047_2016-04-07_Nottingham/Novice_video/32
2221,NoXI/035_2016-04-07_Nottingham/Expert_video/18,NoXI/035_2016-04-07_Nottingham/Novice_video/18,NoXI/063_2016-04-14_Nottingham/Novice_video/21
2222,NoXI/035_2016-04-07_Nottingham/Expert_video/19,NoXI/035_2016-04-07_Nottingham/Novice_video/19,NoXI/056_2016-04-14_Nottingham/Novice_video/14
2223,NoXI/035_2016-04-07_Nottingham/Expert_video/20,NoXI/035_2016-04-07_Nottingham/Novice_video/20,NoXI/049_2016-04-12_Nottingham/Novice_video/35
2224,NoXI/035_2016-04-07_Nottingham/Expert_video/21,NoXI/035_2016-04-07_Nottingham/Novice_video/21,NoXI/055_2016-04-14_Nottingham/Novice_video/14
2225,NoXI/035_2016-04-07_Nottingham/Expert_video/22,NoXI/035_2016-04-07_Nottingham/Novice_video/22,NoXI/047_2016-04-07_Nottingham/Novice_video/35
2226,NoXI/035_2016-04-07_Nottingham/Expert_video/23,NoXI/035_2016-04-07_Nottingham/Novice_video/23,NoXI/056_2016-04-14_Nottingham/Novice_video/12
2227,NoXI/035_2016-04-07_Nottingham/Expert_video/24,NoXI/035_2016-04-07_Nottingham/Novice_video/24,NoXI/047_2016-04-07_Nottingham/Novice_video/30
2228,NoXI/035_2016-04-07_Nottingham/Expert_video/25,NoXI/035_2016-04-07_Nottingham/Novice_video/25,UDIVA/talk/043079/FC2/11
2229,NoXI/035_2016-04-07_Nottingham/Expert_video/26,NoXI/035_2016-04-07_Nottingham/Novice_video/26,NoXI/047_2016-04-07_Nottingham/Novice_video/41
2230,NoXI/035_2016-04-07_Nottingham/Expert_video/27,NoXI/035_2016-04-07_Nottingham/Novice_video/27,NoXI/035_2016-04-07_Nottingham/Novice_video/9
2231,NoXI/035_2016-04-07_Nottingham/Expert_video/28,NoXI/035_2016-04-07_Nottingham/Novice_video/28,NoXI/062_2016-04-14_Nottingham/Novice_video/25
2232,NoXI/035_2016-04-07_Nottingham/Expert_video/29,NoXI/035_2016-04-07_Nottingham/Novice_video/29,NoXI/047_2016-04-07_Nottingham/Novice_video/42
2233,NoXI/035_2016-04-07_Nottingham/Expert_video/30,NoXI/035_2016-04-07_Nottingham/Novice_video/30,NoXI/049_2016-04-12_Nottingham/Novice_video/3
